"","avg_logFC","p_val","p_val_adj"
"Eln",-2.02163391145497,2.31687601316647e-07,0.00172491419180243
"Gm5127",-3.0682969817234,2.47460637468461e-14,3.68468889190539e-10
"Prdm16",-2.55081580906354,6.52451334093469e-07,0.00323833345488392
