"","gene","combined_p_val"
"5865","Vwc2l",NA
"5866","Rnf152",NA
"5867","9330185C12Rik",NA
"5868","Tmem163",NA
"5869","Rgs16",NA
"5870","Syt13",NA
"5871","Tshz2",NA
"5872","2700069I18Rik",NA
"5873","Kcnmb2",NA
"5874","Trpc3",NA
"5875","Lhfp",NA
"5876","Shox2",NA
"5877","Vangl1",NA
"5878","Arsj",NA
"5879","Lef1",NA
"5880","Ddah1",NA
"5881","Gm20752",NA
"5882","Ptpn3",NA
"5883","Gm12536",NA
"5884","Tnc",NA
"5885","Rims3",NA
"5886","Zfp804b",NA
"5887","Napepld",NA
"5888","Prkg2",NA
"5889","Galnt9",NA
"5890","Sez6l",NA
"5891","Tmem132c",NA
"5892","Col26a1",NA
"5893","Grid2ip",NA
"5894","Gm20635",NA
"5895","Ccdc136",NA
"5896","Mturn",NA
"5897","Tafa4",NA
"5898","Cpne9",NA
"5899","Tnnt1",NA
"5900","Chst8",NA
"5901","Slc17a7",NA
"5902","Ano5",NA
"5903","Slc17a6",NA
"5904","Atp10a",NA
"5905","B130024G19Rik",NA
"5906","Mctp2",NA
"5907","Homer2",NA
"5908","Nrip3",NA
"5909","Scube2",NA
"5910","Mrvi1",NA
"5911","Adgra1",NA
"5912","Gm15418",NA
"5913","Zfp423",NA
"5914","Cpne7",NA
"5915","Amotl1",NA
"5916","Adamts15",NA
"5917","Hcn4",NA
"5918","Zic1",NA
"5919","Zic4",NA
"5920","Gm29478",NA
"5921","Slco2a1",NA
"5922","Tmem108",NA
"5923","Cck",NA
"5924","Cnksr3",NA
"5925","Gm47710",NA
"5926","Btbd11",NA
"5927","Igf1",NA
"5928","Kcnc2",NA
"5929","Rassf3",NA
"5930","Gm35696",NA
"5931","Ramp3",NA
"5932","Vwc2",NA
"5933","Adra1b",NA
"5934","Usp43",NA
"5935","Car10",NA
"5936","Cacna1g",NA
"5937","Gjc1",NA
"5938","Rab37",NA
"5939","Abhd12b",NA
"5940","Zdhhc22",NA
"5941","Nrn1",NA
"5942","Prkcd",NA
"5943","Cthrc1",NA
"5944","Angpt1",NA
"5945","Sntb1",NA
"5946","Adcy8",NA
"5947","Gm21798",NA
"5948","Shisal1",NA
"5949","Gm41414",NA
"5950","Kcnj6",NA
"5951","Adgrf5",NA
"5952","Trpm6",NA
"5953","Syt9",NA
"5954","Cnih3",NA
"5955","Kcnj9",NA
"5956","Cntnap4",NA
"5957","Rell1",NA
"5958","Fam189a2",NA
"5959","Elavl2",NA
"5960","Plekha7",NA
"5961","Ildr2",NA
"5962","Shisa6",NA
"5963","Osbpl5",NA
"5964","Grik1",NA
"5965","Tox3",NA
"5966","Gng2",NA
"5967","Sel1l3",NA
"5968","Ntn4",NA
"5969","Gm13629",NA
"5970","Fhod3",NA
"5971","Elavl4",NA
"5972","Nt5dc3",NA
"5973","Spon1",NA
"5974","Olfm1",NA
"5975","Cacng5",NA
"5976","Cdk6",NA
"5977","Shank1",NA
"5978","Srrm4",NA
"5979","Phactr2",NA
"5980","Tspan33",NA
"5981","Plcb4",NA
"5982","Coro2a",NA
"5983","Fhdc1",NA
"5984","Chrm2",NA
"5985","Plch1",NA
"5986","Eps8",NA
"5987","Pkp2",NA
"5988","Dscam",NA
"5989","Miat",NA
"5990","Fam163a",NA
"5991","Slc6a7",NA
"5992","Gm32509",NA
"5993","Nxph1",NA
"5994","Sema5a",NA
"5995","9630014M24Rik",NA
"5996","Epb41l4b",NA
"5997","Tcf7l2",NA
"5998","Gm12027",NA
"5999","Vsnl1",NA
"6000","Stmn2",NA
"6001","Gm10862",NA
"6002","Xylt2",NA
"6003","Synpo2",NA
"6004","Cpne4",NA
"6005","Me1",NA
"6006","Nr2f1",NA
"6007","Inpp4b",NA
"6008","Mast1",NA
"6009","Chst9",NA
"6010","Cux2",NA
"6011","Vav3",NA
"6012","Sestd1",NA
"6013","Kcnj3",NA
"6014","Sox5",NA
"6015","Nell1",NA
"6016","Adcy1",NA
"6017","Tmem56",NA
"6018","Adamts17",NA
"6019","1700019D03Rik",NA
"6020","Kitl",NA
"6021","Socs2",NA
