"","gene","combined_p_val"
"6022","Alk",NA
"6023","Tanc1",NA
"6024","Msrb3",NA
"6025","Grin3a",NA
"6026","Gabbr2",NA
"6027","Patj",NA
"6028","Ntng1",NA
"6029","Ppm1e",NA
"6030","Pakap.1",NA
"6031","Fxyd7",NA
"6032","Manba",NA
"6033","Zmat4",NA
"6034","Raver2",NA
"6035","Gm26782",NA
"6036","Camk2d",NA
"6037","Sh3d19",NA
"6038","Myrip",NA
"6039","Slc41a2",NA
"6040","Fign",NA
"6041","Plekhg1",NA
"6042","Mb21d2",NA
"6043","Fndc4",NA
"6044","Ak5",NA
"6045","Ccdc141",NA
"6046","Cox7b2",NA
"6047","Stum",NA
"6048","Olfm3",NA
"6049","C530008M17Rik",NA
"6050","Unc13b",NA
"6051","Slc29a1",NA
"6052","Adarb2",NA
"6053","Clstn2",NA
"6054","Shroom4",NA
"6055","Osbpl3",NA
"6056","Ablim3",NA
"6057","B3glct",NA
"6058","Adarb1",NA
"6059","Sh3bp4",NA
"6060","Cdh12",NA
"6061","Tnfrsf11a",NA
"6062","4930447C04Rik",NA
"6063","Gm19938",NA
"6064","Ccdc85a",NA
"6065","D630045J12Rik",NA
"6066","Fgf13",NA
"6067","Rgs3",NA
"6068","Arhgap42",NA
"6069","Mcf2",NA
"6070","Rorb",NA
"6071","Dpysl3",NA
"6072","Hspa12a",NA
"6073","Gm12296",NA
"6074","Syp",NA
"6075","Ociad2",NA
"6076","Syt7",NA
"6077","Lingo1",NA
"6078","Sox5os4",NA
"6079","Ablim1",NA
"6080","Prkcg",NA
"6081","Gm9866",NA
"6082","Ero1lb",NA
"6083","Tox2",NA
"6084","Ctif",NA
"6085","Pde4d",NA
"6086","Scn9a",NA
"6087","Slc6a17",NA
"6088","Disp2",NA
"6089","A330008L17Rik",NA
"6090","Kcnd3",NA
"6091","Il1rap",NA
"6092","Cit",NA
"6093","Pdlim5",NA
"6094","Agfg1",NA
"6095","Hdac9",NA
"6096","Ogfrl1",NA
"6097","Ptpn4",NA
"6098","Pip5k1b",NA
"6099","Lrch1",NA
"6100","Cdkl1",NA
"6101","Gnas",NA
"6102","Gas2",NA
"6103","Enah",NA
"6104","Ywhah",NA
"6105","Inpp5a",NA
"6106","Megf9",NA
"6107","Shc3",NA
"6108","Cachd1",NA
"6109","Nrg3",NA
"6110","Farp1",NA
"6111","Adam11",NA
"6112","Cdk5r1",NA
"6113","Xkr4",NA
"6114","Kcnip4",NA
"6115","Ncald",NA
"6116","Khdrbs3",NA
"6117","Lrrtm2",NA
"6118","Robo1",NA
"6119","Grm1",NA
"6120","Cdk14",NA
"6121","Fgf12",NA
"6122","Cpeb1",NA
"6123","Socs6",NA
"6124","Gabra4",NA
"6125","Sema6a",NA
"6126","Fam155a",NA
"6127","Nell1os",NA
"6128","Rims2",NA
"6129","Map3k5",NA
"6130","Rgs7",NA
"6131","Unc80",NA
"6132","Atp2a2",NA
"6133","Mgst3",NA
"6134","Rims1",NA
"6135","Fam20c",NA
"6136","Gm20754",NA
"6137","Galnt17",NA
"6138","Nmnat2",NA
"6139","Sdk2",NA
"6140","Rph3a",NA
"6141","Brinp2",NA
"6142","Sh3gl2",NA
"6143","Samd5",NA
"6144","Rab3c",NA
"6145","Lrfn2",NA
"6146","Sept6",NA
"6147","Nell2",NA
"6148","Zfp804a",NA
"6149","Kcnma1",NA
"6150","Kif5a",NA
"6151","Spock2",NA
"6152","Dner",NA
"6153","Lars2",NA
"6154","Schip1",NA
"6155","Astn2",NA
"6156","Dlc1",NA
"6157","Sncb",NA
"6158","Grk3",NA
"6159","Kndc1",NA
"6160","Lrrc7",NA
"6161","Frmd4a",NA
"6162","B4galt5",NA
"6163","Lrrn2",NA
"6164","Raph1",NA
"6165","Meg3",NA
"6166","Khdrbs2",NA
"6167","Bmerb1",NA
"6168","Frrs1l",NA
"6169","Ptprj",NA
"6170","Kcnc1",NA
"6171","Esyt2",NA
"6172","Cntnap5c",NA
"6173","Arhgap44",NA
"6174","Akap13",NA
"6175","Slc24a3",NA
"6176","Far2",NA
"6177","Tenm1",NA
"6178","Pdp1",NA
"6179","March3",NA
"6180","Clmn",NA
"6181","Uchl1",NA
"6182","Lrrtm1",NA
"6183","Agbl4",NA
"6184","Tpd52l1",NA
"6185","Wnk2",NA
"6186","B230334C09Rik",NA
"6187","Fras1",NA
"6188","Slc23a2",NA
"6189","Apbb2",NA
"6190","Cacna1c",NA
"6191","Gm3510",NA
"6192","Ppm1l",NA
"6193","Peak1",NA
"6194","Thy1",NA
"6195","Unc5c",NA
"6196","Sobp",NA
"6197","Tubb2a",NA
"6198","St6gal2",NA
"6199","Ehbp1",NA
"6200","Herc3",NA
"6201","Dpp10",NA
"6202","Gtf2ird1",NA
"6203","Faah",NA
"6204","Usp13",NA
"6205","Peg3",NA
"6206","Evi5",NA
"6207","Tmem131",NA
"6208","Zfhx4",NA
"6209","Epb41l3",NA
"6210","Mtss1",NA
"6211","Hecw1",NA
"6212","Asap2",NA
"6213","Shank3",NA
"6214","Slc4a10",NA
"6215","Kalrn",NA
"6216","Gabrb2",NA
"6217","Gls",NA
"6218","Ctnnd1",NA
"6219","Arid5b",NA
"6220","March11",NA
"6221","Ttc19",NA
"6222","Efna5",NA
"6223","Rian",NA
"6224","Nsmf",NA
"6225","Dlgap4",NA
"6226","Gabra1",NA
"6227","Tafa2",NA
"6228","Erc1",NA
"6229","Tcerg1",NA
"6230","Snap91",NA
"6231","Gabra3",NA
"6232","Camta1",NA
"6233","Snhg14",NA
"6234","Snap25",NA
"6235","Ctnna2",NA
"6236","Ncs1",NA
"6237","2900097C17Rik",NA
"6238","Wls",NA
"6239","Scai",NA
"6240","Gm42418",NA
"6241","Mir124-2hg",NA
"6242","Tuba1b",NA
"6243","Cdh2",NA
"6244","Opcml",NA
"6245","Lrrfip1",NA
"6246","Ywhag",NA
"6247","Kcnn3",NA
"6248","Runx2",NA
"6249","Plxnc1",NA
"6250","Clstn3",NA
"6251","6430548M08Rik",NA
"6252","Nsf",NA
"6253","Nav3",NA
"6254","St8sia1",NA
"6255","Nin",NA
"6256","Gm20642",NA
"6257","Prox1",NA
"6258","Zfhx3",NA
"6259","Ttc7b",NA
"6260","Grm4",NA
"6261","Dock7",NA
"6262","Lrfn5",NA
"6263","Prickle2",NA
"6264","Prickle1",NA
"6265","Gap43",NA
"6266","Slc38a1",NA
"6267","Hook1",NA
"6268","Gm32647",NA
"6269","Rsrc1",NA
"6270","Fam126b",NA
"6271","Plekha6",NA
"6272","Gabrb1",NA
"6273","Epha4",NA
"6274","Nrxn1",NA
"6275","Sv2b",NA
"6276","Bend6",NA
"6277","Cadps",NA
"6278","Cplx1",NA
"6279","5330434G04Rik",NA
"6280","Nol4",NA
"6281","Tshz3",NA
"6282","Cacna2d1",NA
"6283","Smad1",NA
"6284","L1cam",NA
"6285","Faim2",NA
"6286","Rgs8",NA
"6287","Spock1",NA
"6288","Pclo",NA
"6289","Tspan14",NA
"6290","Grin2b",NA
"6291","Apba1",NA
"6292","Gria4",NA
"6293","Rbms3",NA
"6294","Sox11",NA
"6295","Rasgrf1",NA
"6296","Lingo2",NA
"6297","4921524J17Rik",NA
"6298","Adgrb1",NA
"6299","Crmp1",NA
"6300","Fem1c",NA
"6301","Ptprd",NA
"6302","Basp1",NA
"6303","Larp1b",NA
"6304","Cacna1b",NA
"6305","Atrnl1",NA
"6306","Anks1b",NA
"6307","Clmp",NA
"6308","Fryl",NA
"6309","Shank2",NA
"6310","Adrb1",NA
"6311","Hlf",NA
"6312","Igf1r",NA
"6313","Pou6f2",NA
"6314","Dagla",NA
"6315","Tubb3",NA
"6316","Cbarp",NA
"6317","Mir124a-1hg",NA
"6318","Ptprs",NA
"6319","Dok6",NA
"6320","Nrg3os",NA
"6321","Ptprm",NA
"6322","Osbpl2",NA
"6323","Il1rapl1",NA
"6324","Prkch",NA
"6325","Hivep3",NA
"6326","Ctnnb1",NA
"6327","Slc8a1",NA
"6328","Ick",NA
"6329","Rab6b",NA
"6330","Eml1",NA
"6331","A230006K03Rik",NA
"6332","Cntnap5b",NA
"6333","Sorcs3",NA
"6334","Reep2",NA
"6335","Lhfpl3",NA
"6336","Map1b",NA
"6337","Stxbp1",NA
"6338","Rbfox2",NA
"6339","Snhg11",NA
"6340","Rbfox1",NA
"6341","Oxr1",NA
"6342","Rnf220",NA
"6343","AI593442",NA
"6344","Clstn1",NA
"6345","Atp6ap2",NA
"6346","1700123M08Rik",NA
"6347","Cntn1",NA
"6348","Med12l",NA
"6349","Ppfia2",NA
"6350","Herc1",NA
"6351","Cacnb4",NA
"6352","Etl4",NA
"6353","Cacna1a",NA
"6354","Orc2",NA
"6355","Rnf130",NA
"6356","Epha6",NA
"6357","Igsf9b",NA
"6358","Tmsb10",NA
"6359","Sergef",NA
"6360","Dpp6",NA
"6361","Stmn3",NA
"6362","Cd47",NA
"6363","Ralyl",NA
"6364","Nek1",NA
"6365","Iqgap1",NA
"6366","Cdyl",NA
"6367","Acer3",NA
"6368","Sgip1",NA
"6369","Cttnbp2",NA
"6370","Pgm2l1",NA
"6371","Stard9",NA
"6372","Cntn6",NA
"6373","Ggt7",NA
"6374","Rnf217",NA
"6375","Trio",NA
"6376","Ptchd4",NA
"6377","Slc1a1",NA
"6378","Rab6a",NA
"6379","Sv2a",NA
"6380","Strbp",NA
"6381","Cdh8",NA
"6382","Rnf165",NA
"6383","Osbpl1a",NA
"6384","Cpe",NA
"6385","Scn1a",NA
"6386","Lonrf1",NA
"6387","Sorbs2",NA
"6388","Grm7",NA
"6389","Rtn4rl1",NA
"6390","Ctr9",NA
"6391","Rhobtb3",NA
"6392","Dnajc6",NA
"6393","Rap1gds1",NA
"6394","Afap1",NA
"6395","Upp2",NA
"6396","Eef1a2",NA
"6397","Amph",NA
"6398","Cdh6",NA
"6399","Sacs",NA
"6400","Tox",NA
"6401","Acot7",NA
"6402","Sgpp2",NA
"6403","Mapk10",NA
"6404","Wdr47",NA
"6405","Sash1",NA
"6406","Smim13",NA
"6407","Rnf112",NA
"6408","Kcnq3",NA
"6409","Ncdn",NA
"6410","Bsn",NA
"6411","Map2k4",NA
"6412","Kcnh7",NA
"6413","Nr3c1",NA
"6414","Tln2",NA
"6415","Susd4",NA
"6416","Adora1",NA
"6417","Stox2",NA
"6418","Nmt2",NA
"6419","Atp8a2",NA
"6420","Sphkap",NA
"6421","Timp2",NA
"6422","Syn1",NA
"6423","Tubb5",NA
"6424","Prkaa2",NA
"6425","Ndst3",NA
"6426","Macrod2",NA
"6427","Axin1",NA
"6428","Trhde",NA
"6429","Reep1",NA
"6430","Cmss1",NA
"6431","Rasgrp1",NA
"6432","Kif1a",NA
"6433","Calm3",NA
"6434","Rttn",NA
"6435","Dync1i1",NA
"6436","Ywhaz",NA
"6437","Atp1a3",NA
"6438","Madd",NA
"6439","Kif3c",NA
"6440","Slc25a37",NA
"6441","Itsn1",NA
"6442","Aplp2",NA
"6443","Ar",NA
"6444","Foxp2",NA
"6445","Dnm1",NA
"6446","Ldlrad3",NA
"6447","Dlgap1",NA
"6448","Epha3",NA
"6449","Ttc39b",NA
"6450","Trps1",NA
"6451","Arhgap12",NA
"6452","Ergic1",NA
"6453","Mirg",NA
"6454","Rgs4",NA
"6455","Kcnb2",NA
"6456","Bicdl1",NA
"6457","Vps13a",NA
"6458","Bmp6",NA
"6459","Atxn1",NA
"6460","Mpdz",NA
"6461","Fyn",NA
"6462","Secisbp2l",NA
"6463","Egfem1",NA
"6464","Ppp4r4",NA
"6465","Syt1",NA
"6466","Tasp1",NA
"6467","Nipal2",NA
"6468","Phf24",NA
"6469","Sptbn1",NA
"6470","Dclk2",NA
"6471","Spats2l",NA
"6472","Klf12",NA
"6473","Arap2",NA
"6474","Cntn4",NA
"6475","Camk1d",NA
"6476","Flnb",NA
"6477","Clvs1",NA
"6478","Myo5a",NA
"6479","Apba2",NA
"6480","Sncaip",NA
"6481","Gpr137c",NA
"6482","Cdh11",NA
"6483","Setbp1",NA
"6484","Vamp2",NA
"6485","Hspa4l",NA
"6486","Myo1b",NA
"6487","Calm1",NA
"6488","Tmem117",NA
"6489","Mtmr7",NA
"6490","Rab3a",NA
"6491","Sptan1",NA
"6492","Edil3",NA
"6493","Stk39",NA
"6494","Galnt14",NA
"6495","Rasgef1b",NA
"6496","4930567K20Rik",NA
"6497","A330023F24Rik",NA
"6498","Ttc14",NA
"6499","Atp2b1",NA
"6500","Kcnh5",NA
"6501","Ro60",NA
"6502","Lrrc49",NA
"6503","Scg5",NA
"6504","Rgs7bp",NA
"6505","Pcca",NA
"6506","Pacsin1",NA
"6507","Pitpnc1",NA
"6508","Gabbr1",NA
"6509","Arfgef3",NA
"6510","Rora",NA
"6511","Gm40841",NA
"6512","Hsp90aa1",NA
"6513","Gm1992",NA
"6514","Stau2",NA
"6515","Purg",NA
"6516","B830012L14Rik",NA
"6517","Chka",NA
"6518","Osbpl6",NA
"6519","Deptor",NA
"6520","A330102I10Rik",NA
"6521","Pcp4",NA
"6522","Trim9",NA
"6523","Shisa9",NA
"6524","Pcdh9",NA
"6525","Rit2",NA
"6526","Dcaf6",NA
"6527","Ryr3",NA
"6528","Rasal2",NA
"6529","Lin28b",NA
"6530","Fam110b",NA
"6531","Crim1",NA
"6532","Tenm4",NA
"6533","Gabrd",NA
"6534","Uggt2",NA
"6535","C1qtnf4",NA
"6536","Atp1b1",NA
"6537","4930509J09Rik",NA
"6538","Calb1",NA
"6539","Lin7a",NA
"6540","Prkag2",NA
"6541","Mpp6",NA
"6542","Kidins220",NA
"6543","Wdr7",NA
"6544","Ywhab",NA
"6545","Ndrg4",NA
"6546","Cntn3",NA
"6547","Hmgcll1",NA
"6548","Usp29",NA
"6549","Mcu",NA
"6550","Pcsk2",NA
"6551","A330076H08Rik",NA
"6552","Hspa8",NA
"6553","Cntn5",NA
"6554","Prr16",NA
"6555","Kcnt2",NA
"6556","Mgat4c",NA
