"","gene","combined_p_val"
"2406","Kcnb2",0
"2407","Pam",0
"2408","Kif26b",0
"2409","Gm13629",0
"2410","Zfp804a",0
"2411","Snhg11",0
"2412","Gnas",0
"2413","Lingo2",0
"2414","Agbl4",0
"2415","Zfp804b",0
"2416","4930555F03Rik",0
"2417","Sobp",0
"2418","Grik2",0
"2419","Kcnc2",0
"2420","Ppm1e",0
"2421","Car10",0
"2422","Meg3",0
"2423","Pde4d",0
"2424","Cadps",0
"2425","Nrg3",0
"2426","Nrg3os",0
"2427","Gm20642",0
"2428","Dscam",0
"2429","Gm32509",0
"2430","Sorcs3",0
"2431","Cacna1b",1.37883662187334e-303
"2432","Khdrbs2",1.31970218932151e-296
"2433","Cntn4",8.50021869627416e-289
"2434","Snhg14",1.0906372134261e-283
"2435","Hcn1",2.05666491356022e-283
"2436","Mirg",2.08989207620096e-271
"2437","B830012L14Rik",8.2742420145551e-252
"2438","Elavl2",2.8244895625808e-246
"2439","Cdh4",2.89777035206777e-245
"2440","Chl1",8.19067996639243e-232
"2441","Ube3a",1.0255492303314e-225
"2442","Dlx6os1",9.1349044261807e-217
"2443","Sdk1",8.35295023296659e-199
"2444","Chrm3",6.42403521783277e-181
"2445","Slc2a13",2.28599028917982e-174
"2446","Cadps2",2.59769598170478e-174
"2447","Pbx3",1.18327959470734e-99
