"","gene","combined_p_val"
"5719","Zwint",3.95193654447981e-61
"5720","Cntnap5b",4.66372681202968e-61
"5721","Epb41l3",3.70380586937869e-59
"5722","Klhl29",2.09289816083907e-58
"5723","Thoc7",4.20462967378078e-57
"5724","Atp1b1",1.99659417445315e-55
"5725","Dlx6os1",4.08160119736967e-54
"5726","Atp6v0c",6.89998511695918e-54
"5727","Mirg",1.14346477282467e-53
"5728","Tafa5",2.00380072603964e-52
"5729","Luzp1",1.01924942457915e-51
"5730","Tecr",2.77383757075711e-51
"5731","Nol4",3.80424811497068e-51
"5732","Tmx4",6.63112374573532e-51
"5733","Rp9",1.91546705581557e-50
"5734","Impact",7.11334181637686e-50
"5735","Traf3",1.36359215906806e-49
"5736","Gad2",2.66510381312672e-47
"5737","Ywhag",1.37677633220699e-45
"5738","Syt4",1.1979096367928e-44
"5739","Cacna1a",1.27732653397668e-44
"5740","Ndufa11",7.02702928773217e-44
"5741","Rab3a",4.06323249266103e-43
"5742","Garnl3",6.36934591079567e-43
"5743","Cplx2",1.0459491684582e-42
"5744","Basp1",1.25973422809255e-42
"5745","Pacsin1",1.64464143227688e-42
"5746","Tspyl4",3.70196684994582e-41
"5747","Cit",4.00079638788619e-41
"5748","Unc80",9.33928399190511e-41
"5749","Scg5",2.88974482465061e-40
"5750","Ndufa4",3.78459471169603e-39
"5751","Ndfip1",6.41468286101615e-39
"5752","Rnf227",9.37776543781625e-37
"5753","Ndn",2.66436493262804e-35
"5754","Hint1",3.66135544917729e-35
"5755","Cox5a",6.69501811993429e-34
"5756","Cox7b",7.92221478134678e-34
"5757","Pgam1",1.06230297186755e-33
"5758","Rpl24",1.81464196986835e-33
"5759","Slc25a4",2.99214198944556e-33
"5760","Map1lc3a",1.06918231938854e-32
"5761","Hsp90aa1",2.13736840516773e-32
"5762","Ywhah",2.33790189863651e-32
"5763","Cers6",3.33308810650049e-32
"5764","Vamp2",4.64685372739883e-31
"5765","Cox8a",1.44939387274026e-27
"5766","Snrpn",2.54360595801527e-25
"5767","Thsd4",2.90396863532875e-25
"5768","Cox4i1",1.62520238994246e-23
"5769","Atp5g3",7.82820966391526e-23
"5770","Rtn1",1.68771219515828e-22
