"","gene","combined_p_val"
"3546","9930111J21Rik2",9.12946815548241e-13
"3547","Wasf2",1.28275704710207e-12
"3548","Arrb2",1.28779362770649e-12
"3549","Tbc1d4",2.19772261387456e-12
"3550","Rnf150",2.43112722350193e-12
"3551","Dennd1a",2.74430472058806e-12
"3552","Arhgap22",6.30349912742894e-12
"3553","Gnaq",6.51553993857480e-12
"3554","Mbnl1",6.88868932801885e-12
"3555","Ccnd3",9.36792556127016e-12
"3556","Etv6",1.52608735083014e-11
"3557","Ophn1",1.53549034594123e-11
"3558","Frmd4b",2.10052674151618e-11
"3559","St8sia4",2.64679857809727e-11
"3560","Fer",3.08624482967438e-11
"3561","Mknk1",3.57417220120391e-11
"3562","Zeb2",3.6121060505352e-11
"3563","Ctss",1.22731607363419e-10
"3564","Snx5",2.12317522406075e-10
"3565","Gm12353",2.48162888956225e-10
"3566","Eps8",4.07130314397614e-10
"3567","Pltp",4.81404451587256e-10
"3568","Cltc",4.82057746551636e-10
"3569","Mctp1",6.40055561764846e-10
"3570","Ptbp3",6.63514021931681e-10
"3571","Arhgap18",8.29934508347731e-10
"3572","Cflar",9.23824022791192e-10
"3573","Zfp710",9.32162702234055e-10
"3574","Uvrag",9.66099602566368e-10
"3575","Lpp",9.7299022474573e-10
"3576","Snx13",1.09213353461117e-09
"3577","St3gal6",1.38894979640538e-09
"3578","Plxnc1",1.40763410915049e-09
"3579","Elf1",1.67769894726543e-09
"3580","Hpgds",2.34218250643863e-09
"3581","Ssh2",2.7355083742745e-09
"3582","Arhgap31",2.81957909378062e-09
"3583","Clcn5",2.96983770226165e-09
"3584","Hps3",3.34474522410963e-09
"3585","St6gal1",3.41334549503555e-09
"3586","Picalm",3.53654258063715e-09
"3587","Lrp6",3.59265673662696e-09
"3588","Psd3",5.36478059052353e-09
"3589","Herc4",1.12173210141892e-08
"3590","Atp6v0a1",1.22339110621696e-08
"3591","Pip4k2a",1.28878132413575e-08
"3592","Lifr",1.53684995334969e-08
"3593","Lrch1",1.89838568068702e-08
"3594","Rnf169",2.28345010605037e-08
"3595","Sbf2",2.48090300187569e-08
"3596","Mir99ahg",2.88648143428072e-08
"3597","Npl",2.89662834915848e-08
"3598","Cttnbp2nl",3.12959706037918e-08
"3599","Ifnar2",3.69703415251204e-08
"3600","Ttc28",5.38064638867544e-08
"3601","Ppm1h",6.21482661729093e-08
"3602","Fam49b",8.22499387458739e-08
"3603","Pla2g4a",8.39736419878599e-08
"3604","Siglech",8.90720096705637e-08
"3605","Entpd1",1.10163445150697e-07
"3606","Fchsd2",1.2344575661392e-07
"3607","Rin2",1.32865709249159e-07
"3608","Tbc1d5",1.34767686058186e-07
"3609","Stard9",1.6217418946655e-07
"3610","Rgs10",1.67488500976989e-07
"3611","Ulk2",1.83714404540969e-07
"3612","Ankrd11",2.44218168176778e-07
"3613","Nsmce2",2.72937431949951e-07
"3614","Ctsb",2.95074936413941e-07
"3615","Tpk1",3.08005060836707e-07
"3616","Zmiz1",3.41751665626306e-07
"3617","Slc12a6",4.06363515684815e-07
"3618","Dock11",4.48040764917451e-07
"3619","Pld1",4.80582438163494e-07
"3620","Wipf1",5.02554999882801e-07
"3621","Wls",5.58028647731916e-07
"3622","Enox2",5.68114124683483e-07
"3623","Dleu2",6.38221537420247e-07
"3624","Fkbp15",7.19930896462235e-07
"3625","Mtmr3",7.72146454967675e-07
"3626","Bmp2k",9.17952358014734e-07
"3627","Chd9",9.6547526165626e-07
"3628","Aftph",9.7791759443178e-07
"3629","Sfmbt1",1.08931992527767e-06
"3630","Arhgef3",1.09289288740009e-06
"3631","Dmxl1",1.84828314753579e-06
"3632","Osbpl9",2.086825956225e-06
"3633","Rap1gds1",2.09863100561619e-06
"3634","Nr3c1",2.14154726421222e-06
"3635","Gdi2",2.23872632847399e-06
"3636","Plekhg5",3.76482435129386e-06
"3637","Akap13",3.90167107063857e-06
"3638","Foxn3",4.2087616365136e-06
"3639","Tut4",4.77485790476135e-06
"3640","Pdlim5",5.01130879546466e-06
"3641","Phactr2",5.1135741751766e-06
"3642","Cerk",5.63604286534071e-06
"3643","Gna12",6.329517942854e-06
"3644","Mef2a",6.49332833332416e-06
"3645","Snap23",6.61902202354637e-06
"3646","Mapk14",1.01842206842843e-05
"3647","Trps1",1.03579702550257e-05
"3648","Fnip2",1.45131225402929e-05
"3649","Immp2l",1.48572889788732e-05
"3650","Kdm7a",1.51554077308306e-05
"3651","Akap10",3.02676360956517e-05
"3652","Crlf3",3.18609401501017e-05
"3653","Scamp2",3.19458160326312e-05
"3654","Asap1",3.29179306047671e-05
"3655","Etv1",3.95281362788519e-05
"3656","Sft2d1",6.25859488800938e-05
"3657","Dock7",6.796989613863e-05
"3658","Git2",7.52300499176841e-05
"3659","Prune2",7.8799100384201e-05
"3660","Dock1",7.89029262548081e-05
"3661","Arhgap12",8.48365475993008e-05
"3662","Sirpa",9.59536502070875e-05
"3663","Gns",0.000109984381714327
"3664","Pan3",0.000117366420678099
"3665","Rap1b",0.000118313239737047
"3666","Ubap2l",0.000121011956918145
"3667","Samd4",0.000131575237392989
"3668","Fnbp1",0.000133770021174488
"3669","Parp8",0.000146598291229538
"3670","Eef2k",0.000151376045819821
"3671","Sh3pxd2b",0.000167500254415742
"3672","Stk3",0.000193054576596192
"3673","Itm2b",0.000219606987187547
"3674","Elf2",0.000228278345154762
"3675","B4galt6",0.000231458895521213
"3676","Hivep3",0.000248858022994805
"3677","Insr",0.000255608230002282
"3678","Washc3",0.000294582775668109
"3679","Spidr",0.000366931041645783
"3680","Abi1",0.000367261751035345
"3681","Map3k3",0.000429190835178152
"3682","Tpd52",0.000466075957079236
"3683","Atxn7",0.000501682000133243
"3684","Rnf130",0.000526976008750545
"3685","Larp4b",0.000580497132928037
"3686","Grb2",0.000882743222955841
"3687","Abhd12",0.00101893318827944
"3688","Tpr",0.00105898492737433
"3689","Plek",0.00118194679908305
"3690","Kpna4",0.00129542524008687
"3691","Mgmt",0.00152839866560652
"3692","Ndfip1",0.00155798973891344
"3693","Raph1",0.00157975863601433
"3694","Actr3",0.00160479109184858
"3695","Crebrf",0.00235273344776145
"3696","Supt3",0.00357082592037006
"3697","Nipbl",0.0044938765721343
"3698","Bmpr2",0.00456270898810366
"3699","Fam13b",0.00500035391481155
"3700","Prex1",0.0101710442966838
"3701","Ankhd1",0.0116044954348091
"3702","Asxl1",0.0235208214543036
"3703","Fndc3a",0.0255576036520018
"3704","Arhgap17",0.0293281439907759
"3705","Atg7",0.0302122783514806
"3706","Retreg1",0.0375217701273838
"3707","2610507B11Rik",0.228770472864223
