"","gene","combined_p_val"
"4083","Nek4",NA
"4084","Sumo1",NA
"4085","Nipal3",NA
"4086","Astn2",NA
"4087","Col4a2",NA
"4088","Drosha",NA
"4089","Pcyt1b",NA
"4090","Acsl3",NA
"4091","4430402I18Rik",NA
"4092","Gnai2",NA
"4093","D130043K22Rik",NA
"4094","Dnajb6",NA
"4095","Atxn2",NA
"4096","Dock1",NA
"4097","Rufy1",NA
"4098","Cdk17",NA
"4099","Cox10",NA
"4100","Ugp2",NA
"4101","Daam1",NA
"4102","Lncpint",NA
"4103","Mdm2",NA
"4104","D630045J12Rik",NA
"4105","Rph3al",NA
"4106","Usp54",NA
"4107","Ptprf",NA
"4108","Tcf4",NA
"4109","Rpl23",NA
"4110","Kifap3",NA
"4111","Ift122",NA
"4112","Ccdc187",NA
"4113","Bbof1",NA
"4114","Thada",NA
"4115","Gm20732",NA
"4116","Sema6d",NA
"4117","Orc3",NA
"4118","Hdac8",NA
"4119","Phldb1",NA
"4120","Cmss1",NA
"4121","Fgfr1op",NA
"4122","Srsf10",NA
"4123","Elmod1",NA
"4124","Ubl3",NA
"4125","AW554918",NA
"4126","Usp2",NA
"4127","Man1a",NA
"4128","Ankrd6",NA
"4129","Scai",NA
"4130","Adam22",NA
"4131","Eml2",NA
"4132","Khdrbs3",NA
"4133","Sgms1",NA
"4134","Cfap300",NA
"4135","Igsf11",NA
"4136","Trhde",NA
"4137","Klhl3",NA
"4138","Lrrc8c",NA
"4139","Rasa2",NA
"4140","Lztfl1",NA
"4141","Tlk1",NA
"4142","Rplp1",NA
"4143","Tbl1xr1",NA
"4144","Ndufaf2",NA
